yearly.salary;age;elevel;car;region;credit;brand
108422.9108;74;Master's, Doctoral or Professional Degree;Buick;New England;208171.2015;
103360.1903;71;Master's, Doctoral or Professional Degree;Ford;East North Central;381887.8378;
42753.6681;54;Less than High School Degree;Ram;Pacific;451456.1465;
109161.5211;68;Some College;Hyundai;West North Central;179673.8747;
148749.1886;55;Some College;Mazda;South Atlantic;388786.5298;
77763.03867;22;High School Degree;Hyundai;South Atlantic;47665.97831;
144814.5299;42;Some College;Ford;West North Central;142991.9897;
25751.91641;67;Less than High School Degree;Ford;Mid-Atlantic;196612.8687;
112601.0049;59;4-Year College Degree;Ford;South Atlantic;281921.7599;
37552.50846;64;Less than High School Degree;Chevrolet;West South Central;452032.2571;
99540.9611;37;Master's, Doctoral or Professional Degree;Mercedes Benz;West North Central;208217.523;
20000;22;Master's, Doctoral or Professional Degree;Toyota;South Atlantic;60746.57933;
125330.9258;54;Some College;Cadillac;West South Central;215664.0723;
78919.84352;61;4-Year College Degree;Ram;Mountain;4082.877773;
87539.46165;46;4-Year College Degree;Ford;Mountain;352789.4425;
33728.26783;50;Some College;Jeep;East North Central;436252.405;
57157.71663;78;4-Year College Degree;Jeep;East South Central;500000;
108318.0691;78;4-Year College Degree;Chrysler;East North Central;216528.0912;
75170.71639;59;Some College;Honda;West South Central;476572.5859;
46144.29562;25;4-Year College Degree;BMW;East South Central;0;
122853.1471;39;High School Degree;Kia;West North Central;221097.0943;
130931.6603;30;Less than High School Degree;Dodge;West South Central;467303.5307;
114961.8887;80;Some College;Cadillac;New England;458372.2445;
79829.21809;55;Some College;Ram;Pacific;76175.69234;
69134.45976;78;Less than High School Degree;Mitsubishi;West South Central;500000;
22359.75039;26;Less than High School Degree;Jeep;West North Central;344765.7812;
88997.75456;43;Less than High School Degree;Mitsubishi;East North Central;161809.2711;
69253.69087;52;Master's, Doctoral or Professional Degree;Ford;Pacific;242964.444;
120746.6429;45;Some College;Subaru;Pacific;242251.4131;
121494.3408;36;Some College;Buick;Mid-Atlantic;299728.8148;
120339.386;78;Master's, Doctoral or Professional Degree;Lincoln;Mountain;280701.5401;
53337.37244;59;Less than High School Degree;Chrysler;South Atlantic;314238.1452;
132631.9779;28;Less than High School Degree;Chrysler;Mid-Atlantic;23346.98428;
83429.47509;38;Less than High School Degree;None of the above;West North Central;63983.50406;
105325.438;29;Some College;Jeep;New England;28185.93844;
83810.12323;74;Master's, Doctoral or Professional Degree;Nissan;Mountain;225514.1699;
135518.4875;68;Master's, Doctoral or Professional Degree;Kia;East South Central;52284.05001;
24575.80684;63;High School Degree;Nissan;East North Central;149313.0397;
98412.85054;35;Less than High School Degree;BMW;Mid-Atlantic;275033.0585;
64882.7377;28;Master's, Doctoral or Professional Degree;None of the above;Pacific;38962.73658;
37370.35067;32;Less than High School Degree;Toyota;South Atlantic;452953.8619;
70444.89035;34;Some College;Lincoln;Pacific;174178.0246;
34175.09229;56;Some College;Subaru;Pacific;433422.1131;
96082.10382;46;4-Year College Degree;Jeep;Mid-Atlantic;33999.93748;
85361.95876;46;Some College;Honda;West North Central;213447.8129;
133189.0003;39;High School Degree;Chevrolet;West South Central;500000;
67498.42446;47;High School Degree;Hyundai;East South Central;416032.1493;
63105.64937;33;High School Degree;Chrysler;West South Central;134922.6214;
115212.0813;25;High School Degree;Ram;East South Central;482904.5208;
94281.61797;59;Master's, Doctoral or Professional Degree;BMW;East South Central;479553.7442;
49094.49679;31;4-Year College Degree;Cadillac;Mountain;157233.5059;
145749.8382;54;Some College;Mercedes Benz;East South Central;340909.4876;
34923.45193;55;4-Year College Degree;Subaru;West South Central;132949.4459;
119266.5246;66;Master's, Doctoral or Professional Degree;None of the above;New England;147859.9367;
125522.5205;71;Less than High School Degree;Nissan;West North Central;18219.39126;
30891.22936;26;4-Year College Degree;Chevrolet;West South Central;314680.5676;
119652.5796;47;High School Degree;Honda;South Atlantic;214408.3918;
31317.03987;68;Master's, Doctoral or Professional Degree;Jeep;East South Central;132756.6901;
76689.31593;27;Some College;Chrysler;Mountain;316213.993;
46451.84014;20;Some College;None of the above;East North Central;220382.2001;
89849.33839;24;High School Degree;Buick;West North Central;463130.7186;
102279.5965;45;Less than High School Degree;Mazda;South Atlantic;333083.2887;
56092.14697;38;Some College;Hyundai;Mid-Atlantic;349455.2964;
80179.9394;64;Master's, Doctoral or Professional Degree;Mercedes Benz;East South Central;28913.21935;
105921.1666;66;Less than High School Degree;Dodge;East North Central;390419.9091;
68059.13669;62;Master's, Doctoral or Professional Degree;Honda;Pacific;257277.0095;
62522.36081;53;Less than High School Degree;Jeep;Pacific;280423.4766;
58439.85633;64;Less than High School Degree;Honda;East South Central;14639.79417;
34598.558;64;High School Degree;Hyundai;Mid-Atlantic;121628.4723;
114242.2465;45;High School Degree;None of the above;Pacific;61040.84236;
63955.98489;47;4-Year College Degree;Honda;Pacific;260115.7174;
34037.12807;76;Less than High School Degree;Chrysler;West South Central;14508.90994;
57420.74663;53;Less than High School Degree;Kia;West North Central;261043.3565;
138995.3183;75;Some College;Kia;East North Central;410908.4331;
123515.7227;55;Less than High School Degree;Ford;West South Central;366494.9663;
35648.18045;51;Master's, Doctoral or Professional Degree;Toyota;New England;425594.6381;
129576.8449;69;Master's, Doctoral or Professional Degree;Chrysler;Pacific;367451.6009;
94044.48123;59;High School Degree;Buick;East South Central;45306.51554;
51223.12863;23;Some College;Ram;Pacific;250523.1825;
136866.853;24;Less than High School Degree;Ram;West North Central;448665.4669;
150000;27;4-Year College Degree;Mitsubishi;New England;340855.2916;
137571.4157;52;High School Degree;BMW;Mid-Atlantic;343995.2822;
112301.5395;30;High School Degree;Honda;Mid-Atlantic;441592.7758;
36900.41076;30;4-Year College Degree;Dodge;South Atlantic;57949.54497;
32192.7581;28;High School Degree;Chrysler;East South Central;477514.9963;
110767.5209;64;Master's, Doctoral or Professional Degree;Mazda;West South Central;341632.3889;
56126.77859;58;Some College;Chevrolet;West North Central;64587.16325;
70297.55854;23;Some College;BMW;East North Central;155000.4716;
83195.84373;33;High School Degree;Lincoln;East South Central;149134.4959;
43192.64785;72;Less than High School Degree;Buick;East South Central;21112.79482;
125597.4946;61;Less than High School Degree;Dodge;South Atlantic;244654.1747;
91011.37589;47;High School Degree;Nissan;West North Central;449363.6224;
78395.79127;20;Master's, Doctoral or Professional Degree;Mazda;South Atlantic;4722.675459;
100676.6206;49;Master's, Doctoral or Professional Degree;Nissan;West South Central;340319.5196;
75127.44727;28;High School Degree;Mazda;Pacific;340053.9144;
99570.23926;40;Less than High School Degree;Ford;Mountain;193079.5378;
100650.5315;77;Some College;Buick;Pacific;375689.2053;
125294.4141;62;4-Year College Degree;Kia;East North Central;156.734061;
84706.84017;52;Some College;Cadillac;Pacific;376340.6357;
64312.3295;40;High School Degree;Cadillac;South Atlantic;34641.89936;
31779.33372;50;Some College;Toyota;New England;318837.4643;
41605.35288;41;Less than High School Degree;BMW;Mountain;65017.71936;
32971.9069;38;Less than High School Degree;Chrysler;Pacific;324687.3268;
42484.80921;53;Some College;Ram;New England;267312.7802;
150000;31;High School Degree;Lincoln;East South Central;2581.909844;
33490.1443;21;Less than High School Degree;Honda;Pacific;36166.24585;
53081.87592;32;Less than High School Degree;Mitsubishi;East North Central;361434.9372;
55439.83808;55;4-Year College Degree;Buick;New England;111955.2794;
20000;56;4-Year College Degree;Nissan;Mountain;214606.2537;
88203.60211;80;4-Year College Degree;Mercedes Benz;West North Central;208958.2888;
72428.97233;23;4-Year College Degree;Toyota;East South Central;252869.2322;
65212.3014;36;Some College;Mitsubishi;East South Central;482349.6053;
105596.1133;28;Some College;Kia;South Atlantic;495594.3335;
107327.4268;28;Less than High School Degree;Ford;Mountain;493048.7342;
84384.27737;45;Master's, Doctoral or Professional Degree;Kia;East North Central;276125.9309;
137324.5283;64;Master's, Doctoral or Professional Degree;Chevrolet;Mountain;440172.1295;
138600.3449;76;Master's, Doctoral or Professional Degree;Mercedes Benz;Pacific;441142.8049;
117832.018;52;Some College;Buick;East South Central;389283.6324;
147872.8691;58;Less than High School Degree;Kia;Mountain;337650.2714;
101330.3693;64;Some College;Hyundai;Mid-Atlantic;145217.3728;
46982.70633;31;Some College;Cadillac;New England;100420.5597;
96547.38941;25;4-Year College Degree;Buick;South Atlantic;158710.2635;
24751.3446;61;Some College;Toyota;East South Central;90867.96297;
63999.14294;39;Master's, Doctoral or Professional Degree;Jeep;Pacific;104941.8853;
122245.5982;75;Master's, Doctoral or Professional Degree;Cadillac;East South Central;127070.2065;
39083.5994;49;Some College;Nissan;South Atlantic;24789.41447;
62463.12076;21;Some College;Nissan;New England;123036.2018;
62685.51108;41;Some College;Cadillac;Pacific;432296.5415;
30414.74361;69;Some College;Ram;West North Central;39722.40067;
55953.98269;46;4-Year College Degree;Cadillac;West North Central;389767.3951;
56922.6153;58;Some College;Mazda;Pacific;283613.4785;
97025.95627;47;Less than High School Degree;Lincoln;Mid-Atlantic;153412.1468;
89196.10458;52;Master's, Doctoral or Professional Degree;Mazda;East North Central;349558.9384;
51395.47078;52;High School Degree;Chevrolet;Mid-Atlantic;218696.266;
109177.2802;30;4-Year College Degree;Cadillac;South Atlantic;274170.7145;
31403.53084;58;Master's, Doctoral or Professional Degree;Toyota;Mountain;345400.3804;
129244.9708;30;4-Year College Degree;Chrysler;Pacific;379066.461;
70249.96731;20;4-Year College Degree;Honda;West North Central;279683.2024;
31290.63303;38;Master's, Doctoral or Professional Degree;Hyundai;East South Central;248620.3664;
104050.2291;64;Less than High School Degree;Hyundai;Pacific;151134.0905;
139269.5255;40;High School Degree;Hyundai;West North Central;204607.2702;
87782.65096;46;4-Year College Degree;Honda;Mid-Atlantic;455907.0233;
125826.7191;36;Less than High School Degree;Dodge;East North Central;217780.0159;
119452.6608;63;High School Degree;BMW;West South Central;149985.7577;
86963.33421;20;Some College;BMW;New England;198938.6833;
146220.0288;52;High School Degree;Mitsubishi;Pacific;233051.7995;
105495.8558;27;Some College;Kia;East North Central;320511.4909;
91103.92965;39;High School Degree;Honda;East South Central;406347.2797;
103605.2915;58;Less than High School Degree;Mazda;West North Central;429125.0768;
143238.0165;62;High School Degree;Mercedes Benz;Mid-Atlantic;398801.4111;
136772.8682;23;Master's, Doctoral or Professional Degree;Mazda;West South Central;447571.1903;
39355.61491;47;Some College;Hyundai;South Atlantic;29264.89853;
119199.8234;39;4-Year College Degree;Dodge;Pacific;481114.1983;
114948.7291;43;4-Year College Degree;Nissan;West South Central;39215.77018;
81693.78429;27;4-Year College Degree;Mitsubishi;New England;470445.8153;
56858.48742;43;Less than High School Degree;Hyundai;West South Central;267703.4713;
136826.3807;63;Master's, Doctoral or Professional Degree;Lincoln;Pacific;361478.9589;
73898.81516;38;High School Degree;Honda;Mid-Atlantic;375302.8448;
115529.6203;67;4-Year College Degree;Mercedes Benz;Mid-Atlantic;11840.31045;
94951.15345;75;Master's, Doctoral or Professional Degree;Honda;East South Central;345494.3318;
27411.17743;72;Master's, Doctoral or Professional Degree;Subaru;Pacific;228599.9894;
53915.88373;53;Master's, Doctoral or Professional Degree;None of the above;East South Central;35722.57073;
99080.49988;80;Some College;Buick;West North Central;75020.14244;
41532.22464;58;Some College;Cadillac;Pacific;498157.451;
61821.60374;56;Some College;Nissan;East South Central;483747.2586;
32058.44858;58;High School Degree;Ram;West South Central;228932.9348;
62452.48441;62;Some College;Kia;West South Central;18932.09771;
38194.45818;80;Master's, Doctoral or Professional Degree;Nissan;Mid-Atlantic;62601.36008;
108502.3344;35;Some College;Dodge;East South Central;382446.8638;
44630.05631;66;Less than High School Degree;Dodge;South Atlantic;458140.0912;
64296.20837;74;4-Year College Degree;Ram;East North Central;47822.70202;
128010.517;30;Some College;Mazda;South Atlantic;424946.042;
49222.5023;53;Less than High School Degree;Dodge;East North Central;253611.9263;
83054.65456;61;Some College;Kia;New England;416498.9725;
147310.655;72;Master's, Doctoral or Professional Degree;Lincoln;East South Central;124655.8749;
88412.32761;76;Some College;Buick;West North Central;118588.6549;
28968.41759;44;4-Year College Degree;Ram;New England;421784.7229;
72909.59482;78;4-Year College Degree;Chevrolet;West North Central;226916.3274;
44989.48213;70;Less than High School Degree;Jeep;East North Central;150083.592;
86302.09823;24;Some College;Mitsubishi;West North Central;144070.1607;
91575.54507;73;Some College;Mitsubishi;East South Central;306918.4897;
77961.65297;41;Less than High School Degree;BMW;New England;122593.3648;
54277.45086;22;Master's, Doctoral or Professional Degree;None of the above;Mountain;353359.3966;
150000;70;4-Year College Degree;Mercedes Benz;Mountain;462052.1285;
66591.8771;75;4-Year College Degree;Jeep;West South Central;199238.3808;
107379.6141;62;Master's, Doctoral or Professional Degree;Ram;West South Central;431838.5493;
133651.858;26;Master's, Doctoral or Professional Degree;Honda;West North Central;315658.0497;
20000;54;Some College;Kia;West North Central;242562.3133;
38938.57281;58;Master's, Doctoral or Professional Degree;Nissan;Mid-Atlantic;366703.4575;
91778.18228;34;High School Degree;Subaru;South Atlantic;487060.2353;
33697.16489;77;Less than High School Degree;Ford;East North Central;65090.42355;
114203.8753;28;Some College;Jeep;New England;200236.8142;
96367.58603;45;Less than High School Degree;Chrysler;Mid-Atlantic;482521.2977;
115398.6032;24;4-Year College Degree;Chevrolet;East South Central;366799.9389;
146389.3951;77;4-Year College Degree;Dodge;Pacific;5211.457817;
90451.98272;28;4-Year College Degree;Kia;West North Central;263048.5631;
63064.45098;74;Less than High School Degree;Honda;Mid-Atlantic;200094.0801;
141153.6183;44;High School Degree;Lincoln;East South Central;150809.7834;
52377.15065;64;Less than High School Degree;Ford;Mountain;199991.0725;
50781.30541;58;Master's, Doctoral or Professional Degree;Subaru;Pacific;158268.3203;
117891.0514;36;Some College;Nissan;Mountain;192516.7562;
69870.29942;47;Less than High School Degree;Subaru;East North Central;364708.6952;
105909.7612;35;4-Year College Degree;Buick;East North Central;496219.5584;
57898.36705;62;Some College;Dodge;West North Central;386350.577;
83583.80996;72;4-Year College Degree;Chevrolet;Mountain;174329.6453;
71419.07184;37;4-Year College Degree;Honda;South Atlantic;311744.0036;
92095.51934;80;High School Degree;Kia;West North Central;243373.1809;
119768.0532;56;Master's, Doctoral or Professional Degree;Lincoln;East South Central;494558.0792;
57292.3384;78;High School Degree;Jeep;Mid-Atlantic;265411.0705;
130775.0992;58;Some College;Honda;Pacific;42819.04121;
148064.7682;57;Some College;Nissan;East North Central;344845.7977;
82890.61514;57;High School Degree;Chevrolet;South Atlantic;53300.77557;
37903.60914;28;4-Year College Degree;Nissan;Mid-Atlantic;43115.76103;
24131.25306;43;Less than High School Degree;Kia;West North Central;112769.6597;
88708.5331;72;4-Year College Degree;Mitsubishi;East South Central;308341.502;
43026.19;44;High School Degree;BMW;West South Central;151347.9497;
85991.81052;33;Less than High School Degree;Lincoln;New England;343933.5615;
95867.09662;64;High School Degree;Subaru;Mountain;248092.3302;
131532.1468;49;4-Year College Degree;Kia;Mountain;490691.911;
137819.2873;53;High School Degree;Dodge;West North Central;322646.4279;
132358.9509;71;Master's, Doctoral or Professional Degree;Honda;Pacific;289742.8198;
29295.50726;28;Some College;Lincoln;Mid-Atlantic;365326.2874;
65533.19455;61;Master's, Doctoral or Professional Degree;Buick;Pacific;237990.4708;
26380.21023;64;High School Degree;Honda;New England;349372.05;
109113.6007;46;Master's, Doctoral or Professional Degree;Mercedes Benz;East North Central;464237.0691;
98677.86391;60;High School Degree;Lincoln;East South Central;76217.76661;
70384.72837;75;Some College;Ram;East North Central;89774.82615;
34706.43487;70;Some College;Subaru;West South Central;175319.3761;
135951.7033;40;Master's, Doctoral or Professional Degree;Ford;Mid-Atlantic;417201.3896;
135003.593;54;High School Degree;Jeep;South Atlantic;385395.1567;
54805.86288;66;High School Degree;Honda;West South Central;500000;
125244.2485;45;Less than High School Degree;Nissan;Mid-Atlantic;40922.88981;
69035.93349;64;4-Year College Degree;Cadillac;New England;133500.8968;
40096.20194;78;Master's, Doctoral or Professional Degree;Buick;Pacific;435009.4389;
36530.00383;34;4-Year College Degree;Chevrolet;East South Central;223178.0719;
36933.09115;63;High School Degree;Subaru;New England;343344.5457;
126023.5013;35;Less than High School Degree;Chrysler;West South Central;153296.7901;
55245.84469;63;High School Degree;Nissan;New England;388203.1803;
69398.44177;23;Less than High School Degree;Nissan;South Atlantic;302666.0713;
96473.78382;60;4-Year College Degree;Toyota;West North Central;403819.1747;
121890.0759;75;Less than High School Degree;Chevrolet;West North Central;169853.401;
27559.6276;76;Some College;Toyota;Mountain;124363.939;
111641.1102;20;High School Degree;None of the above;Pacific;366473.1783;
49413.66083;25;4-Year College Degree;Hyundai;South Atlantic;445151.1116;
36894.74385;56;Master's, Doctoral or Professional Degree;Mitsubishi;Pacific;499426.5972;
123924.4291;61;Master's, Doctoral or Professional Degree;Dodge;East North Central;186752.0831;
90859.161;75;Some College;Jeep;Pacific;134575.8475;
78156.10086;45;Some College;Mazda;South Atlantic;206465.8331;
146449.674;43;Some College;Jeep;West South Central;500000;
89848.83608;42;High School Degree;Hyundai;West North Central;275232.6941;
26958.06377;40;Master's, Doctoral or Professional Degree;BMW;New England;261102.8724;
93628.17078;71;Some College;Buick;East South Central;208131.9042;
61627.40914;38;Some College;Mercedes Benz;New England;368906.6139;
136721.6003;38;Master's, Doctoral or Professional Degree;None of the above;New England;413729.0198;
74411.5906;77;High School Degree;Kia;South Atlantic;387141.3956;
62991.29653;27;High School Degree;Nissan;West North Central;232043.6617;
119485.1811;52;High School Degree;Ford;West South Central;0;
85777.80703;67;High School Degree;Subaru;Mid-Atlantic;404210.7296;
65008.71272;44;Some College;None of the above;Pacific;206058.8339;
26628.20364;61;Some College;None of the above;East North Central;183410.5518;
114907.7281;36;4-Year College Degree;Mercedes Benz;New England;103344.2584;
27701.22742;28;Master's, Doctoral or Professional Degree;Mitsubishi;Mountain;0;
88597.60771;47;Some College;Cadillac;Mid-Atlantic;433011.0497;
76116.32557;41;Some College;BMW;South Atlantic;500000;
80769.75927;54;4-Year College Degree;Dodge;South Atlantic;109732.0836;
69992.29819;61;Master's, Doctoral or Professional Degree;Toyota;Mid-Atlantic;414434.2314;
20000;78;4-Year College Degree;Buick;West North Central;400495.3931;
66057.50917;69;Less than High School Degree;Kia;East South Central;7944.70306;
43881.21585;73;High School Degree;BMW;South Atlantic;192377.3425;
122367.3423;33;Master's, Doctoral or Professional Degree;BMW;South Atlantic;218747.7023;
40071.02041;35;Some College;Ram;West South Central;473235.7316;
36651.10914;59;Master's, Doctoral or Professional Degree;Honda;East South Central;218464.2574;
122002.1756;39;Master's, Doctoral or Professional Degree;Nissan;Pacific;66561.4666;
132146.9962;63;4-Year College Degree;Nissan;Mountain;122347.0826;
95740.53015;20;Some College;Mercedes Benz;East South Central;64439.40115;
21829.54928;56;Less than High School Degree;Honda;West North Central;244583.5311;
41056.19859;54;Some College;Mitsubishi;West North Central;0;
34880.86714;42;Master's, Doctoral or Professional Degree;Chrysler;Mountain;214892.1282;
106338.4612;48;4-Year College Degree;Kia;West South Central;81119.68116;
49605.53048;72;Master's, Doctoral or Professional Degree;Lincoln;New England;405911.4261;
54937.43876;68;High School Degree;Toyota;West North Central;398970.0364;
66664.31659;20;Master's, Doctoral or Professional Degree;Subaru;East North Central;332745.8813;
113950.8386;52;4-Year College Degree;Chevrolet;South Atlantic;332148.2939;
25848.95744;71;High School Degree;Nissan;New England;105906.2559;
133479.1027;32;High School Degree;Dodge;East North Central;220652.0578;
79853.05825;40;Some College;Jeep;East South Central;57250.49647;
87200.55279;58;High School Degree;Kia;West South Central;215396.5828;
83058.33352;46;Less than High School Degree;BMW;West South Central;92949.50765;
108716.5805;58;High School Degree;Buick;East South Central;191950.5703;
71841.57837;37;4-Year College Degree;Buick;Mountain;133122.0019;
110115.6956;51;Some College;None of the above;Mid-Atlantic;362672.7733;
94693.0813;38;4-Year College Degree;None of the above;South Atlantic;307358.702;
38771.29704;64;4-Year College Degree;None of the above;New England;0;
49606.20132;26;Less than High School Degree;Subaru;South Atlantic;287410.9518;
23823.51073;20;4-Year College Degree;Chrysler;Mountain;204713.4811;
30698.67817;64;Master's, Doctoral or Professional Degree;Lincoln;Mountain;400118.7549;
150000;56;High School Degree;Chevrolet;Mountain;7041.897653;
47981.91808;69;Master's, Doctoral or Professional Degree;Hyundai;East South Central;275030.7745;
33692.80346;50;Master's, Doctoral or Professional Degree;Chevrolet;South Atlantic;315854.5306;
126136.2025;76;Some College;Mercedes Benz;Mountain;76420.31325;
32194.14657;26;Some College;Ram;East South Central;144368.4733;
119778.7761;33;Master's, Doctoral or Professional Degree;Subaru;Pacific;204952.7367;
114395.6954;76;Less than High School Degree;Mazda;West North Central;114377.3634;
77840.98986;48;High School Degree;Mazda;West North Central;251058.3054;
75449.07154;26;Some College;Ram;Mountain;500000;
55340.96457;49;Master's, Doctoral or Professional Degree;None of the above;West South Central;315942.4073;
62332.17753;43;Some College;Mazda;South Atlantic;395158.3292;
119443.3768;61;4-Year College Degree;Kia;Pacific;191352.6025;
105220.5746;30;Master's, Doctoral or Professional Degree;Chrysler;West South Central;463902.1888;
99334.44707;21;High School Degree;Ford;East South Central;57056.75741;
28877.91253;44;Master's, Doctoral or Professional Degree;BMW;New England;342663.67;
115791.1101;48;Some College;Hyundai;East South Central;231110.8581;
55188.2825;30;Some College;Chevrolet;East North Central;78565.51742;
147761.9933;54;Master's, Doctoral or Professional Degree;Mercedes Benz;East South Central;286141.647;
76171.03863;21;Less than High School Degree;Kia;New England;119529.3901;
144440.8003;74;High School Degree;Nissan;East North Central;260578.463;
80002.69372;29;High School Degree;Dodge;East North Central;479706.9919;
55497.79357;50;Less than High School Degree;Subaru;East South Central;396864.9095;
136481.5426;72;Some College;Subaru;East South Central;311403.4473;
60478.85338;54;Master's, Doctoral or Professional Degree;Toyota;East South Central;29654.76546;
46802.37113;78;Master's, Doctoral or Professional Degree;Hyundai;West North Central;170340.0571;
130181.5637;44;4-Year College Degree;Toyota;East North Central;285493.8475;
86223.79542;47;Master's, Doctoral or Professional Degree;Kia;Mid-Atlantic;36353.12056;
97561.88049;43;Some College;Cadillac;New England;55071.49451;
41052.24531;21;Some College;None of the above;West North Central;97072.95795;
43046.15777;59;4-Year College Degree;BMW;South Atlantic;419039.7476;
83462.13971;31;4-Year College Degree;Cadillac;South Atlantic;375417.3948;
133916.6743;52;Master's, Doctoral or Professional Degree;Cadillac;Mid-Atlantic;91323.13839;
128434.853;40;Master's, Doctoral or Professional Degree;Lincoln;West North Central;326817.0268;
138517.1515;49;Some College;Dodge;Pacific;166133.2196;
47572.27326;27;Master's, Doctoral or Professional Degree;Ford;West South Central;473721.7874;
75375.50218;68;High School Degree;Jeep;West North Central;168905.6563;
95008.88758;35;4-Year College Degree;Chevrolet;New England;292368.3797;
114876.8913;24;4-Year College Degree;Dodge;Mountain;359223.5681;
115366.6142;30;Some College;Hyundai;South Atlantic;132071.2379;
119586.3907;76;4-Year College Degree;Chevrolet;Mountain;334108.5767;
117792.0935;48;Some College;Toyota;South Atlantic;354221.488;
60565.70154;79;Master's, Doctoral or Professional Degree;None of the above;South Atlantic;64476.01906;
25620.02853;67;Some College;Buick;East South Central;280762.3114;
105636.2833;42;Master's, Doctoral or Professional Degree;BMW;Pacific;353796.4162;
99067.40624;59;Master's, Doctoral or Professional Degree;Hyundai;West North Central;390983.5455;
146893.3984;40;4-Year College Degree;Dodge;West South Central;198991.7776;
62849.25821;58;Less than High School Degree;Toyota;Mid-Atlantic;235991.8201;
64790.66652;78;Less than High School Degree;BMW;Pacific;244431.4741;
63620.82283;79;Less than High School Degree;Ram;South Atlantic;497717.0033;
52261.82673;60;Master's, Doctoral or Professional Degree;None of the above;Pacific;489052.4818;
150000;38;Some College;Kia;Mid-Atlantic;293366.3562;
20000;61;High School Degree;Subaru;East South Central;113047.7359;
20000;80;High School Degree;Mitsubishi;West South Central;291489.6488;
135221.9765;71;High School Degree;Toyota;West North Central;165910.2485;
47707.00998;31;Master's, Doctoral or Professional Degree;Ford;Mountain;105639.671;
57099.5236;65;Some College;Lincoln;Mid-Atlantic;470837.496;
93308.50603;23;4-Year College Degree;Hyundai;Pacific;468169.2832;
105700.5294;51;Some College;Jeep;West South Central;455951.6081;
28611.93478;47;High School Degree;Chrysler;South Atlantic;211766.4881;
41561.21361;67;Some College;Jeep;East South Central;427056.9395;
125239.335;37;Less than High School Degree;Mitsubishi;East South Central;279142.8309;
43480.59119;40;High School Degree;Mazda;Pacific;285684.7193;
134583.0218;76;Some College;Lincoln;Pacific;261851.4183;
21031.10309;40;Less than High School Degree;Lincoln;East South Central;441114.9301;
96775.55265;58;4-Year College Degree;None of the above;East North Central;65287.37171;
31532.13201;44;Master's, Doctoral or Professional Degree;Cadillac;Pacific;333935.41;
127363.6878;78;4-Year College Degree;Subaru;New England;337786.5077;
136539.2349;65;4-Year College Degree;Kia;Mid-Atlantic;57890.61803;
123133.2188;67;Less than High School Degree;Mazda;West North Central;32069.52031;
91522.18388;63;High School Degree;Honda;Mountain;361306.1257;
106159.9063;76;4-Year College Degree;Kia;West South Central;482250.8643;
81138.81309;74;4-Year College Degree;Ram;West South Central;118790.5943;
124206.2134;26;Less than High School Degree;Chevrolet;West North Central;30258.77685;
73295.87383;76;Less than High School Degree;BMW;West North Central;374468.5068;
141921.9982;43;Some College;Dodge;Mid-Atlantic;417914.9374;
122745.407;48;High School Degree;Subaru;East South Central;430739.812;
139779.3998;39;4-Year College Degree;None of the above;New England;128764.3267;
52597.79739;61;Master's, Doctoral or Professional Degree;BMW;Mountain;73311.64872;
122861.6682;41;Some College;BMW;West North Central;500000;
75248.21833;62;4-Year College Degree;Jeep;South Atlantic;458691.9371;
79838.98182;41;High School Degree;Ford;Pacific;232852.4759;
60258.33604;41;Master's, Doctoral or Professional Degree;Chrysler;West South Central;90198.41247;
25170.633;55;4-Year College Degree;Chrysler;Mountain;223538.6395;
111834.6364;62;Master's, Doctoral or Professional Degree;Mercedes Benz;West North Central;433021.9746;
84175.43474;25;Master's, Doctoral or Professional Degree;Cadillac;New England;434845.6408;
90839.50512;62;Some College;Kia;Pacific;277665.5032;
28821.73769;71;Some College;None of the above;New England;259096.0817;
141150.6912;43;Master's, Doctoral or Professional Degree;Nissan;Mountain;5421.215308;
41924.72554;31;Less than High School Degree;Toyota;East North Central;370398.662;
54954.5457;43;Master's, Doctoral or Professional Degree;Mazda;Pacific;463600.426;
127721.5764;35;Less than High School Degree;Subaru;East North Central;231980.0762;
148351.7224;54;Less than High School Degree;Buick;Pacific;278145.4716;
118926.1458;37;High School Degree;Ram;South Atlantic;194140.0301;
71457.54688;20;Master's, Doctoral or Professional Degree;Chevrolet;Pacific;78062.32929;
37978.05796;57;4-Year College Degree;Dodge;West North Central;265444.904;
145074.8455;54;Less than High School Degree;Honda;East South Central;22550.45487;
120436.6179;70;Some College;Lincoln;Mountain;391825.5581;
34515.306;64;Some College;Toyota;New England;338554.8857;
89877.71572;58;Some College;Buick;Pacific;203732.8811;
57671.69876;24;High School Degree;Ram;Pacific;409300.5053;
53102.62177;30;4-Year College Degree;Honda;West South Central;21082.27587;
51289.94073;24;High School Degree;Jeep;Mid-Atlantic;196105.8505;
95177.90175;24;4-Year College Degree;Chrysler;South Atlantic;156622.614;
108907.4545;28;Some College;Hyundai;East South Central;411639.3457;
120684.2501;78;Some College;Lincoln;New England;413637.3276;
44659.04081;48;Some College;Cadillac;West North Central;449970.0621;
47242.00314;46;4-Year College Degree;Mitsubishi;New England;266022.7259;
60853.4991;39;Some College;None of the above;Mountain;140575.7192;
66304.40152;56;Less than High School Degree;Mazda;Pacific;107969.1293;
83531.30928;64;Master's, Doctoral or Professional Degree;None of the above;West South Central;48357.30452;
91209.19031;25;Master's, Doctoral or Professional Degree;Toyota;New England;72475.20591;
